Time col;Variable;pid0;pid0 revlevel;pid0 startseq;pid;pid revlevel;pid startseq;length;Max. deviation;Seq;a0;b0
Date;Cumulative.LOC.Churn;15;5;18;18;6;31;4;0,001798612;867929,8-868092,0-868104,5-868112,0;0,02088528;847718,3
Date;Cumulative.LOC.Churn;15;5;18;18;6;31;5;0,003597788;867929,8-868092,0-868104,5-868112,0-868112,0;0,02088528;847718,3
Date;Cumulative.LOC.Churn;15;5;18;18;6;32;4;0,003485253;867929,8-868092,0-868104,5-868112,0;0,1706628;701446,9
Date;Cumulative.LOC.Churn;15;5;18;18;6;32;5;0,003485253;867929,8-868092,0-868104,5-868112,0-868112,0;0,1706628;701446,9
Date;Cumulative.LOC.Churn;15;5;18;18;6;33;4;0,001663557;867929,8-868092,0-868104,5-868112,0;0,09185594;778236,3
Date;Cumulative.LOC.Churn;15;5;18;18;6;33;5;0,001663557;867929,8-868092,0-868104,5-868112,0-868112,0;0,09185594;778236,3
Date;Cumulative.LOC.Churn;15;5;18;18;6;34;4;0,0002221779;867929,8-868092,0-868104,5-868112,0;0,09185594;778074
Date;Cumulative.LOC.Churn;15;5;18;18;6;34;5;0,00180099;867929,8-868092,0-868104,5-868112,0-868112,0;0,09185594;778074
Date;Cumulative.LOC.Churn;15;5;19;18;6;24;4;0,003728105;868092,0-868104,5-868112,0-868112,0;0,001031339;867117
Date;Cumulative.LOC.Churn;15;5;19;18;6;25;4;0,00136695;868092,0-868104,5-868112,0-868112,0;0,003388799;864847,2
Date;Cumulative.LOC.Churn;15;5;19;18;6;26;4;0,002059096;868092,0-868104,5-868112,0-868112,0;0,01391942;854712,6
Date;Cumulative.LOC.Churn;15;5;19;18;6;27;4;0,002547595;868092,0-868104,5-868112,0-868112,0;0,008768685;859655,6
Date;Cumulative.LOC.Churn;15;5;19;18;6;28;4;0,002531805;868092,0-868104,5-868112,0-868112,0;0,01136828;857138,3
Date;Cumulative.LOC.Churn;15;5;19;18;6;31;4;0,00379993;868092,0-868104,5-868112,0-868112,0;0,001609036;866534,9
Date;Cumulative.LOC.Churn;15;5;19;18;6;32;4;0,003022766;868092,0-868104,5-868112,0-868112,0;0,01314814;855265,9
Date;Cumulative.LOC.Churn;15;5;19;18;6;33;4;0,0007209672;868092,0-868104,5-868112,0-868112,0;0,007076729;861181,9
Date;Cumulative.LOC.Churn;15;5;19;18;6;34;4;0,001081451;868092,0-868104,5-868112,0-868112,0;0,007076729;861169,4
Date;Cumulative.LOC.Churn;15;5;23;18;6;34;4;0,0009301429;913794,2-933396,0-933396,0-934265,0;11,0973;-9941856
Date;Cumulative.LOC.Churn;15;5;13;121;5;11;4;0,002525106;633097-688920-690664-690664;11,28764;-2195297
Date;Cumulative.LOC.Churn;15;5;17;121;5;11;4;0,0002013006;728840,5-867929,8-868092,0-868104,5;28,12441;-6318418
Date;Cumulative.LOC.Churn;15;5;17;121;5;11;5;0,0002099383;728840,5-867929,8-868092,0-868104,5-868112,0;28,12441;-6318418
Date;Cumulative.LOC.Churn;15;5;17;121;5;11;6;0,0002099383;728840,5-867929,8-868092,0-868104,5-868112,0-868112,0;28,12441;-6318418
Date;Cumulative.LOC.Churn;15;5;18;121;5;11;4;0,002385781;867929,8-868092,0-868104,5-868112,0;0,0328076;859709
Date;Cumulative.LOC.Churn;15;5;18;121;5;11;5;0,002385781;867929,8-868092,0-868104,5-868112,0-868112,0;0,0328076;859709
Date;Cumulative.LOC.Churn;15;5;22;121;5;5;4;0,003083175;868112,0-913794,2-933396,0-933396,0;3,949019;167409,9
Date;Cumulative.LOC.Churn;15;5;23;121;5;11;4;0,0009301429;913794,2-933396,0-933396,0-934265,0;3,963553;-79370,99
