;pid;max.revlevel;dead.count;deads
4079;14564;6;14;588411|3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
4331;14564;5;4;3085|4007|41745|325178
4775;14564;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5167;14564;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
5937;14564;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6226;14564;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
6791;14564;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7135;14564;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
7496;14564;6;13;3085|4007|4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
8189;14564;4;3;3085|4007|307140
8372;14564;5;4;4007|15700|41745|325178
9088;14564;6;11;4007|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
9220;14564;4;1;4007
9290;14564;6;11;4614|11389|12053|12547|15700|41745|155830|322065|307140|325178|360279
